1,1
2,2
3,2.96
4,3.92
5,4.56
6,5.56
7,6.24
8,6.96
9,7.84
10,8.44
11,9.36
12,9.84
13,10.76
14,11.2
15,11.72
16,12.44
17,12.8
18,11.8
19,13.96
20,14.96
21,13.8
22,13.96
23,14.96
24,15.92
25,16.84
26,16.72
27,18.24
28,15.56
29,18.68
30,16.72
31,18.6
32,18.52
33,18.44
34,19.36
35,18.08
36,20.24
37,20.16
38,18.84
39,19.04
40,21.36
41,21.48
42,21.64
43,22.16
44,19.04
45,21.76
46,23.2
47,22.24
48,23.44
49,20.52
50,23.48
51,28.28
52,22.12
53,25.64
54,23.6
55,25.36
56,23.16
57,26.32
58,25.52
59,29.48
60,26.96
61,23.2
62,26.76
63,27.2
64,28.32
65,23.52
66,27.76
67,25.8
68,28
69,26.72
70,27.4
71,26.44
72,32.16
73,28.52
74,28.56
75,28.84
76,31.24
77,28.28
78,27.64
79,32.28
80,30.32
81,33.2
82,30.28
83,32.72
84,29.24
85,31.12
86,31.6
87,30.84
88,31.16
89,34.76
90,30.08
91,31.72
92,35.48
93,34.4
94,33.8
95,27.64
96,33.72
97,35.6
98,30.04
99,28.32
100,31.32
101,29.68
102,30.52
103,37.8
104,30.16
105,34.24
106,28.56
107,36.24
108,31.08
109,35.56
110,34.52
111,39.56
112,33.48
113,31.52
114,32.48
115,36.28
116,30.68
117,39.08
118,31.84
119,41.12
120,35.28
121,36.16
122,40.68
123,38.96
124,39.92
125,29.44
126,36.76
127,31.92
128,40.08
129,33.92
130,37.36
131,38
132,31.52
133,37.92
134,29.44
135,40.76
136,31.48
137,38.24
138,37.44
139,35.2
140,37.48
141,43.44
142,30.04
143,37.16
144,34.52
145,33.6
146,34.32
147,43.96
148,34.8
149,33.28
150,33.8
151,45.2
152,38.48
153,42.2
154,38.72
155,36.88
156,44.76
157,43
158,37.04
159,43.52
160,39.32
161,37.84
162,36.88
163,37.6
164,38.36
165,32.12
166,44.16
167,34.36
168,39
169,45.36
170,34.48
171,41.36
172,41.52
173,39.6
174,42.64
175,44.16
176,36.2
177,43.72
178,38.44
179,31.04
180,45.44
181,36
182,39.48
183,41.96
184,37.04
185,40.56
186,40.76
187,40.36
188,43.92
189,42.44
190,45.12
191,45.08
192,40.12
193,36.52
194,38.08
195,39.88
196,38.12
197,40.2
198,41.12
199,35.52
200,41.24
201,43.64
202,39.44
203,40.36
204,36.36
205,39.64
206,42.76
207,47.08
208,40.56
209,38.64
210,42.72
211,49.08
212,35.64
213,48.4
214,37.72
215,49.52
216,49.6
217,41.96
218,38.52
219,34.84
220,40.72
221,41.68
222,51.84
223,43.6
224,43.08
225,41.8
226,44.96
227,46.72
228,43.68
229,44.08
230,39
231,45.04
232,52.12
233,46.56
234,45.92
235,37.28
236,44.6
237,49.48
238,40.08
239,47.64
240,38.72
241,40.8
242,43.28
243,47.48
244,46.24
245,56.28
246,42.84
247,44.68
248,39.48
249,38.92
250,41.04
251,42.84
252,46.72
253,43.48
254,48.92
255,42.6
256,45.48
257,52.64
258,60.04
259,40.96
260,45.76
261,42.24
262,42.16
263,49.28
264,49.04
265,47.52
266,49.16
267,50.44
268,54.32
269,50.44
270,47.28
271,38.16
272,41.48
273,39.84
274,48.04
275,47.36
276,46.32
277,41.4
278,48.64
279,44.08
280,46.92
281,48.76
282,49.76
283,37.84
284,45.96
285,40.2
286,47.6
287,43.32
288,46.08
289,46.88
290,48.24
291,46.76
292,45.32
293,43.64
294,36.2
295,45.72
296,46.92
297,44.56
298,49.64
299,44.64
300,45.76
301,46.52
302,44.24
303,49.6
304,43.92
305,44.96
306,52
307,49.2
308,49.6
309,48.48
310,48.88
311,48.68
312,50.44
313,37.96
314,45.72
315,47.44
316,40.12
317,39.72
318,33.48
319,44.6
320,41.68
321,47.64
322,48.56
323,50.6
324,43.76
325,48.64
326,46.6
327,49.36
328,53.2
329,50.6
330,53.36
331,40.16
332,48.2
333,47.88
334,52.56
335,47.8
336,58.16
337,44.24
338,51.72
339,56.28
340,48.24
341,54.72
342,59.92
343,50.16
344,54.72
345,51.04
346,51.76
347,46.44
348,53.48
349,55.12
350,49.48
351,44.44
352,43
353,51.44
354,51.88
355,57.2
356,42.08
357,49.72
358,55.56
359,45.32
360,46.56
361,44.68
362,50.36
363,56.76
364,51.08
365,48.68
366,50.76
367,42.56
368,46.48
369,57.88
370,53.6
371,46.12
372,56.32
373,45.6
374,46.36
375,60.44
376,45.84
377,44.6
378,47.32
379,47.08
380,49.96
381,60
