1,1
2,2
3,2.68
4,3.48
5,4.04
6,4.16
7,4.88
8,5.2
9,5.64
10,6.48
11,6.36
12,7.2
13,7.88
14,7.44
15,8.24
16,7.72
17,7.76
18,8.48
19,8.72
20,8.6
21,9.16
22,8.72
23,8.36
24,8.96
25,10.28
26,9.32
27,10.04
28,8.96
29,9.44
30,9.88
31,8.8
32,10.8
33,10.84
34,11.52
35,10
36,9.96
37,9.28
38,9.96
39,11.2
40,9.44
41,11.44
42,10.64
43,10.88
44,10.84
45,11.44
46,10.56
47,12.68
48,11.36
49,11.76
50,12.52
51,11.28
52,12.2
53,10.4
54,11.48
55,11.16
56,12.08
57,13.16
58,11.48
59,11.56
60,12.88
61,13.6
62,12.72
63,12.44
64,12.96
65,11.52
66,14.12
67,13.64
68,13.08
69,12.52
70,12.32
71,12.64
72,12.56
73,12.8
74,13.12
75,12.64
76,13.04
77,13.24
78,13.6
79,10.8
80,14.6
81,13.72
82,12.52
83,13.36
84,11.44
85,12.96
86,12.64
87,12.92
88,13.8
89,14.28
90,14.24
91,13.04
92,12.28
93,12.32
94,12.6
95,12.92
96,14.12
97,14.48
98,13.92
99,14.28
100,13.08
101,15.2
102,14.48
103,14.08
104,13.48
105,12.56
106,14.76
107,15.2
108,11.84
109,13.16
110,14.8
111,12.92
112,14.56
113,15.28
114,16.32
115,15.04
116,14.36
117,12.72
118,15.2
119,14.44
120,13.24
121,12.8
122,17.64
123,14.52
124,15.6
125,14.76
126,14.68
127,13.76
128,13.56
129,13.72
130,13.12
131,15.76
132,13.16
133,13.04
134,15.64
135,14.48
136,13.92
137,15.28
138,17.32
139,14.4
140,13.8
141,16.6
142,14.36
143,14.44
144,15.32
145,13.68
146,15.16
147,14.4
148,15.28
149,15.08
150,13.2
151,15.32
152,15.6
153,13.32
154,13.72
155,12.84
156,15.52
157,15.28
158,15.04
159,14.76
160,14.76
161,15.88
162,16
163,15.96
164,14.92
165,13.96
166,15.92
167,16.24
168,15.48
169,15.76
170,16.4
171,17.12
172,14.96
173,17.56
174,14.72
175,15.44
176,17.6
177,12.52
178,16.4
179,17.76
180,15.6
181,14.76
182,15.08
183,14.48
184,13.08
185,15.2
186,16.36
187,15.84
188,15.96
189,15.76
190,15.72
191,15
192,15.52
193,16.76
194,16.2
195,15.36
196,16.2
197,14
198,15.24
199,14.36
200,15.6
201,15.36
202,14.88
203,18.48
204,18.32
205,15.6
206,17
207,15.16
208,15.64
209,15.52
210,17.44
211,18.72
212,17.16
213,15.6
214,16.72
215,15.4
216,16.08
217,16.92
218,16.84
219,15.08
220,16.52
221,17.08
222,16.2
223,16.56
224,16.48
225,17.56
226,15
227,15.44
228,13.24
229,16.16
230,17.6
231,14.88
232,14.52
233,14.68
234,17.24
235,16.56
236,17.12
237,17.2
238,13.92
239,16.2
240,17.8
241,17.04
242,16.56
243,16.96
244,16.24
245,15.56
246,16.76
247,15.28
248,17.44
249,15.68
250,16
251,15.2
252,15.56
253,15.88
254,17.6
255,17.88
256,18.44
257,16.64
258,17.64
259,15.32
260,17.92
261,17.12
262,15.92
263,18.2
264,15.76
265,15.48
266,20.48
267,17.36
268,15.48
269,15.76
270,16.72
271,16.2
272,17.12
273,16.32
274,16.88
275,17.36
276,16.68
277,15.44
278,15.92
279,16.08
280,15.68
281,17.64
282,15.36
283,18.48
284,16.76
285,16.52
286,15.2
287,17.36
288,15.84
289,15.72
290,17.8
291,19.12
292,16.04
293,18.08
294,16.6
295,16.28
296,17.24
297,18.24
298,15.04
299,17.6
300,16.76
301,17.4
302,18.52
303,18.76
304,16.64
305,17.04
306,16.56
307,18.84
308,14.88
309,18.68
310,16.68
311,15.96
312,16.12
313,16.12
314,18.12
315,15.68
316,16.6
317,16.2
318,18.76
319,17.04
320,17.6
321,16.32
322,15.88
323,17.04
324,16.32
325,18.8
326,16.8
327,17.24
328,16.72
329,15.92
330,17.36
331,17.6
332,16.68
333,17.2
334,17.92
335,16.64
336,15.88
337,17.24
338,17.88
339,16.36
340,17.68
341,18
342,16.84
343,16.52
344,16.24
345,20
346,16.84
347,16.96
348,17.16
349,17.08
350,16.8
351,16.92
352,18.16
353,17.24
354,16.28
355,20
356,16.28
357,16.96
358,17.68
359,17.32
360,19.6
361,17.36
362,16.96
363,16.64
364,19.48
365,19.12
366,17.8
367,17.24
368,17.64
369,18.96
370,16.68
371,17.92
372,17.04
373,19.72
374,19.36
375,17.92
376,17.32
377,16.88
378,17.92
379,17.64
380,19.76
381,17.52
