10000,46.96
20000,48.36
30000,54.44
40000,58.32
50000,61.44
60000,67.88
70000,50.48
80000,54.16
90000,59.16
100000,59.68
110000,59.08
120000,69.6
130000,52.4
140000,66.28
150000,52.8
160000,58
170000,60.84
180000,68.44
190000,65.04
200000,69.48
210000,61.4
220000,57.12
230000,60.92
240000,67.12
250000,69.48
260000,63.36
270000,65.4
280000,58.88
290000,64.56
300000,58
310000,71.2
320000,76.56
330000,62.56
340000,65.96
350000,67.96
360000,63.16
370000,67.24
380000,56.16
390000,72
400000,75.8
410000,68.64
420000,74.72
430000,63.72
440000,71
450000,57.64
460000,65.52
470000,76.4
480000,71.76
490000,63.6
500000,63.24
510000,72.68
520000,70.92
530000,63.92
540000,75.2
550000,84
560000,66.64
570000,58.32
580000,77.04
590000,70.32
600000,74.24
610000,71.04
620000,73.68
630000,59.48
640000,77.84
650000,92.84
660000,67.36
670000,74.92
680000,73.08
690000,64.16
700000,76.48
710000,70.6
720000,65
730000,57.48
740000,63.08
750000,70.16
760000,75.88
770000,73
780000,85.36
790000,62.08
800000,82.28
810000,83.08
820000,75.28
830000,62.28
840000,66.72
850000,65.88
860000,60.76
870000,76.68
880000,83.16
890000,69.28
900000,76.32
910000,77.84
920000,75.76
930000,68.04
940000,77.76
950000,85.2
960000,62.88
970000,74.68
980000,63.12
990000,72.92
1000000,79.16
