1,1
2,2
3,2.96
4,3.64
5,4.32
6,4.84
7,5.8
8,6.04
9,7.64
10,8.2
11,7.64
12,8.92
13,8.36
14,8.52
15,9.56
16,9.04
17,9.84
18,10.96
19,10.32
20,11.04
21,11.32
22,13.32
23,12.88
24,12
25,12.44
26,12.96
27,12.84
28,11.92
29,14.32
30,13.2
31,14.72
32,13.56
33,15.28
34,15.36
35,15.84
36,15.92
37,14.32
38,17.04
39,16.28
40,15.48
41,17.52
42,16.72
43,14.52
44,16.2
45,16
46,15.88
47,15.4
48,16.28
49,17.08
50,17.24
51,15.4
52,19.32
53,15.32
54,18.96
55,16.88
56,18.36
57,19.88
58,20.52
59,19.2
60,19.32
61,16.28
62,17.44
63,17.12
64,19.12
65,17.28
66,21.12
67,20.2
68,18.4
69,18.36
70,16.48
71,18.08
72,18.28
73,21.2
74,20.52
75,21.08
76,17.72
77,20
78,20.12
79,21.52
80,18.8
81,21.04
82,19.6
83,19.6
84,21
85,20.76
86,20.52
87,20.16
88,19.76
89,20.24
90,20.16
91,20.84
92,19.96
93,20.96
94,21.6
95,20.84
96,23.6
97,22.48
98,22.88
99,19.96
100,20.12
101,22.56
102,20.56
103,23.96
104,20.36
105,21.96
106,22.8
107,25.72
108,22.56
109,24.6
110,23
111,21.36
112,23.6
113,19.76
114,23.24
115,22.84
116,21.84
117,22.72
118,23.08
119,25.32
120,23.32
121,25
122,24.8
123,24.24
124,23.08
125,24.84
126,23.4
127,24.88
128,26.68
129,23.32
130,24.84
131,24.64
132,26.32
133,22.24
134,24
135,22.44
136,25.08
137,22.36
138,21.96
139,24.36
140,24.6
141,22.64
142,22.44
143,21.8
144,22.92
145,25.88
146,23.48
147,22.88
148,25.88
149,25.28
150,26.12
151,25.28
152,23.32
153,22.36
154,23.04
155,22.68
156,22.52
157,25.2
158,23.68
159,23.72
160,27.8
161,25.24
162,26.08
163,22.08
164,26.16
165,23.96
166,23.44
167,24.12
168,26.76
169,23.84
170,28.68
171,23.08
172,23.08
173,23.56
174,23.04
175,26.64
176,22.24
177,22.52
178,21.48
179,26.6
180,25.56
181,24.36
182,29.4
183,25.68
184,27.4
185,23.8
186,29.6
187,26.56
188,25.88
189,28.36
190,23.16
191,25.8
192,29
193,27.04
194,21.64
195,25.32
196,21.32
197,26.68
198,28.28
199,27.6
200,25.96
201,27.04
202,25.36
203,27.12
204,27.08
205,26.52
206,22.04
207,27.12
208,31.16
209,26
210,25.32
211,25.68
212,26.88
213,23.56
214,25.72
215,23.36
216,27.6
217,23.32
218,27.96
219,30.44
220,29.6
221,25.12
222,28.92
223,25.72
224,28.92
225,29.96
226,28.24
227,23.8
228,27.76
229,27.8
230,26.84
231,27.76
232,27.04
233,24.48
234,24.28
235,27.36
236,26.32
237,28.6
238,25.88
239,26.04
240,26.8
241,24.56
242,27
243,31.84
244,28.52
245,27.76
246,30.76
247,27
248,26.52
249,25.84
250,27.68
251,31.92
252,30.12
253,29.32
254,25.76
255,27.48
256,25.48
257,33.56
258,25.32
259,25.64
260,27.72
261,30.76
262,26.88
263,26.56
264,26.36
265,31.08
266,29.68
267,26.24
268,29.56
269,28.04
270,27.24
271,25.04
272,28.08
273,32.64
274,27.28
275,28.08
276,24.92
277,31.84
278,26.04
279,28.92
280,28.2
281,25.28
282,28.2
283,29.36
284,24.16
285,27.6
286,29.6
287,29.16
288,27.84
289,29.76
290,27.96
291,26
292,30.04
293,30.28
294,28.16
295,27.52
296,25.92
297,28.12
298,27.68
299,27.24
300,33.64
301,30.72
302,25.08
303,25.6
304,31.84
305,30.48
306,32.04
307,32.88
308,27.2
309,26.08
310,30.96
311,27.12
312,27.56
313,29.28
314,28.48
315,29.24
316,36.28
317,23.48
318,30.24
319,29.16
320,28.92
321,25.48
322,28.8
323,26.76
324,32.76
325,26.24
326,30.96
327,29.76
328,31.28
329,27.68
330,28.12
331,27.56
332,28.16
333,31.28
334,34.84
335,26.32
336,28.76
337,28.76
338,26.36
339,26.32
340,28
341,28.28
342,26.64
343,29.28
344,27.24
345,26.96
346,30.52
347,32.04
348,30.92
349,29.4
350,32.8
351,29.48
352,36.64
353,25.28
354,30.96
355,29.4
356,26.2
357,31.32
358,30.08
359,35
360,29.56
361,30.76
362,27.52
363,33.88
364,32.04
365,35.44
366,35.76
367,33.2
368,31.44
369,26.8
370,31.8
371,30.16
372,28.84
373,29.36
374,27
375,31.12
376,28.8
377,32.88
378,36.44
379,27.6
380,29.84
381,33.2
382,30.76
383,31.64
