10000,230.24
20000,216.8
30000,213.56
40000,266.56
50000,277.96
60000,219.88
70000,241.12
80000,302.76
90000,268.32
100000,253.04
110000,243.04
120000,280.76
130000,283.88
140000,285.76
150000,371
160000,290.44
170000,274.44
180000,254.6
190000,292.12
200000,297.08
210000,281.8
220000,313.44
230000,317.56
240000,320.56
250000,317.64
260000,313.36
270000,336.68
280000,383.84
290000,287.92
300000,379.48
310000,326.56
320000,295.08
330000,309.88
340000,309.04
350000,420
360000,331.36
370000,332
380000,344.32
390000,319.72
400000,356.88
410000,314.32
420000,324.84
430000,320.32
440000,333.8
450000,344.04
460000,324.12
470000,278.76
480000,322.36
490000,351.04
500000,349.4
510000,312.24
520000,324.48
530000,297.44
540000,356.52
550000,344.68
560000,436.36
570000,319.64
580000,373.44
590000,355.56
600000,320.32
610000,338.64
620000,331.72
630000,324.8
640000,432.6
650000,425.68
660000,304.52
670000,366.68
680000,399.28
690000,430.92
700000,359.84
710000,305.64
720000,288.72
730000,331.36
740000,288.72
750000,382.04
760000,340
770000,322
780000,330.36
790000,282.08
800000,347.68
810000,369.96
820000,391.56
830000,315
840000,340.72
850000,403.12
860000,352.48
870000,315.52
880000,374.88
890000,399.32
900000,280.64
910000,358.48
920000,322.6
930000,353.36
940000,365.32
950000,311.92
960000,292.76
970000,376
980000,419.44
990000,306.04
1000000,297.84
